            t            kx            ky            kz         vbarx         vbary         vbarz
    35.900000      2.733120      0.098983     -1.976153      0.749195      0.713322     -0.020721 
    36.000000      2.734664      0.096223     -1.975358      0.747471      0.711530     -0.020692 
    36.100000      2.736168      0.093471     -1.974558      0.745754      0.709742     -0.020663 
    36.200000      2.737630      0.090725     -1.973752      0.744045      0.707957     -0.020633 
    36.300000      2.739051      0.087985     -1.972940      0.742343      0.706176     -0.020604 
    36.400000      2.740431      0.085251     -1.972122      0.740648      0.704400     -0.020575 
    36.500000      2.741770      0.082523     -1.971299      0.738960      0.702627     -0.020546 
    36.600000      2.743069      0.079800     -1.970470      0.737279      0.700858     -0.020516 
    36.700000      2.744327      0.077083     -1.969634      0.735606      0.699093     -0.020487 
    36.800000      2.745544      0.074372     -1.968793      0.733939      0.697332     -0.020458 
    36.900000      2.746720      0.071665     -1.967946      0.732280      0.695575     -0.020428 
    37.000000      2.747857      0.068963     -1.967092      0.730628      0.693822     -0.020399 
    37.100000      2.748952      0.066266     -1.966233      0.728983      0.692073     -0.020370 
    37.200000      2.750007      0.063574     -1.965367      0.727345      0.690328     -0.020340 
    37.300000      2.751022      0.060886     -1.964494      0.725714      0.688587     -0.020311 
    37.400000      2.751997      0.058202     -1.963616      0.724090      0.686850     -0.020282 
    37.500000      2.752931      0.055522     -1.962731      0.722472      0.685118     -0.020252 
    37.600000      2.753825      0.052845     -1.961839      0.720862      0.683389     -0.020223 
    37.700000      2.754679      0.050173     -1.960941      0.719259      0.681665     -0.020194 
    37.800000      2.755493      0.047503     -1.960036      0.717662      0.679944     -0.020164 
    37.900000      2.756267      0.044837     -1.959124      0.716073      0.678228     -0.020135 
    38.000000      2.757001      0.042174     -1.958206      0.714490      0.676516     -0.020106 
    38.100000      2.757695      0.039514     -1.957280      0.712914      0.674808     -0.020076 
    38.200000      2.758349      0.036857     -1.956348      0.711345      0.673104     -0.020047 
    38.300000      2.758963      0.034202     -1.955409      0.709783      0.671404     -0.020018 
    38.400000      2.759537      0.031549     -1.954463      0.708227      0.669709     -0.019989 
    38.500000      2.760072      0.028898     -1.953509      0.706678      0.668018     -0.019960 
    38.600000      2.760566      0.026249     -1.952549      0.705135      0.666330     -0.019931 
    38.700000      2.761021      0.023602     -1.951581      0.703600      0.664648     -0.019901 
    38.800000      2.761437      0.020957     -1.950606      0.702071      0.662969     -0.019872 
    38.900000      2.761812      0.018313     -1.949623      0.700548      0.661294     -0.019843 
    39.000000      2.762148      0.015670     -1.948633      0.699032      0.659624     -0.019814 
    39.100000      2.762444      0.013028     -1.947636      0.697523      0.657958     -0.019785 
    39.200000      2.762701      0.010387     -1.946631      0.696020      0.656296     -0.019756 
    39.300000      2.762918      0.007746     -1.945618      0.694524      0.654638     -0.019728 
    39.400000      2.763095      0.005107     -1.944597      0.693034      0.652985     -0.019699 
    39.500000      2.763233      0.002467     -1.943569      0.691550      0.651335     -0.019670 
    39.600000      2.763331     -0.000173     -1.942533      0.690073      0.649690     -0.019641 
    39.700000      2.763389     -0.002813     -1.941489      0.688603      0.648050     -0.019613 
    39.800000      2.763408     -0.005453     -1.940436      0.687138      0.646413     -0.019584 
    39.900000      2.763388     -0.008093     -1.939376      0.685681      0.644781     -0.019555 
    40.000000      2.763327     -0.010734     -1.938308      0.684229      0.643152     -0.019527 
    40.100000      2.763227     -0.013376     -1.937231      0.682784      0.641528     -0.019499 
    40.200000      2.763088     -0.016019     -1.936146      0.681344      0.639909     -0.019470 
    40.300000      2.762909     -0.018663     -1.935052      0.679912      0.638293     -0.019442 
    40.400000      2.762690     -0.021309     -1.933950      0.678485      0.636682     -0.019414 
    40.500000      2.762432     -0.023956     -1.932840      0.677065      0.635075     -0.019385 
    40.600000      2.762133     -0.026605     -1.931720      0.675650      0.633472     -0.019357 
    40.700000      2.761796     -0.029256     -1.930593      0.674242      0.631873     -0.019329 
    40.800000      2.761418     -0.031909     -1.929456      0.672840      0.630278     -0.019301 
    40.900000      2.761001     -0.034564     -1.928310      0.671444      0.628688     -0.019273 
    41.000000      2.760544     -0.037221     -1.927156      0.670054      0.627102     -0.019245 
    41.100000      2.760047     -0.039882     -1.925992      0.668670      0.625520     -0.019217 
    41.200000      2.759511     -0.042545     -1.924820      0.667293      0.623942     -0.019190 
    41.300000      2.758934     -0.045211     -1.923638      0.665921      0.622368     -0.019162 
    41.400000      2.758318     -0.047881     -1.922447      0.664555      0.620799     -0.019134 
    41.500000      2.757662     -0.050553     -1.921247      0.663195      0.619234     -0.019107 
    41.600000      2.756965     -0.053230     -1.920037      0.661841      0.617673     -0.019080 
    41.700000      2.756229     -0.055910     -1.918818      0.660493      0.616116     -0.019052 
    41.800000      2.755453     -0.058594     -1.917589      0.659150      0.614563     -0.019025 
    41.900000      2.754637     -0.061282     -1.916350      0.657814      0.613014     -0.018998 
    42.000000      2.753780     -0.063975     -1.915102      0.656483      0.611469     -0.018971 
    42.100000      2.752884     -0.066672     -1.913844      0.655158      0.609929     -0.018944 
    42.200000      2.751947     -0.069373     -1.912576      0.653839      0.608393     -0.018917 
    42.300000      2.750970     -0.072080     -1.911298      0.652526      0.606860     -0.018890 
    42.400000      2.749952     -0.074791     -1.910010      0.651218      0.605332     -0.018863 
    42.500000      2.748894     -0.077508     -1.908711      0.649916      0.603808     -0.018836 
    42.600000      2.747796     -0.080230     -1.907403      0.648619      0.602288     -0.018809 
    42.700000      2.746657     -0.082958     -1.906084      0.647329      0.600772     -0.018783 
    42.800000      2.745477     -0.085691     -1.904755      0.646044      0.599260     -0.018756 
    42.900000      2.744257     -0.088431     -1.903415      0.644764      0.597753     -0.018730 
    43.000000      2.742996     -0.091177     -1.902064      0.643490      0.596249     -0.018704 
    43.100000      2.741694     -0.093929     -1.900703      0.642222      0.594749     -0.018678 
    43.200000      2.740351     -0.096687     -1.899331      0.640959      0.593253     -0.018651 
    43.300000      2.738967     -0.099452     -1.897948      0.639701      0.591762     -0.018625 
    43.400000      2.737542     -0.102224     -1.896554      0.638449      0.590274     -0.018599 
    43.500000      2.736076     -0.105003     -1.895150      0.637203      0.588790     -0.018574 
    43.600000      2.734569     -0.107790     -1.893734      0.635962      0.587311     -0.018548 
    43.700000      2.733021     -0.110584     -1.892306      0.634726      0.585835     -0.018522 
    43.800000      2.731431     -0.113385     -1.890868      0.633496      0.584363     -0.018496 
    43.900000      2.729799     -0.116194     -1.889418      0.632271      0.582895     -0.018471 
    44.000000      2.728126     -0.119012     -1.887956      0.631051      0.581432     -0.018445 
    44.100000      2.726412     -0.121837     -1.886483      0.629837      0.579972     -0.018420 
    44.200000      2.724655     -0.124671     -1.884998      0.628628      0.578516     -0.018395 
    44.300000      2.722857     -0.127513     -1.883502      0.627424      0.577064     -0.018370 
    44.400000      2.721017     -0.130364     -1.881993      0.626225      0.575615     -0.018345 
    44.500000      2.719134     -0.133225     -1.880473      0.625032      0.574171     -0.018320 
    44.600000      2.717210     -0.136094     -1.878940      0.623844      0.572731     -0.018295 
    44.700000      2.715243     -0.138972     -1.877395      0.622661      0.571294     -0.018270 
    44.800000      2.713234     -0.141860     -1.875838      0.621483      0.569862     -0.018245 
    44.900000      2.711182     -0.144758     -1.874269      0.620310      0.568433     -0.018221 
    45.000000      2.709087     -0.147665     -1.872687      0.619142      0.567008     -0.018196 
    45.100000      2.706950     -0.150583     -1.871093      0.617980      0.565587     -0.018172 
    45.200000      2.704770     -0.153511     -1.869485      0.616822      0.564169     -0.018147 
    45.300000      2.702547     -0.156449     -1.867866      0.615670      0.562756     -0.018123 
    45.400000      2.700282     -0.159398     -1.866233      0.614522      0.561346     -0.018099 
